doc_id,sentence,spanish_sentence,arabic_sentence,chinese_sentence,japanese_sentence,back_to_english_sentence
3736,"Homie, stop cappin’, lowkey annoyed","Amigo, detente con eso, estoy un poco molesto.","أهلاً يابن الحبيب, اتركني, أنا قليلًا غاضب.",欢迎你，亲爱的儿子，别烦我，我有点生气。,あなたを歓迎します、愛する息子、少し怒っていますから、困るな。,"I welcome you, my beloved son, I'm a bit angry, so be careful."
3737,"Yo, stop cappin’, lowkey annoyed","Yo, deja de hablar por hablar, estoy un poco molesto.","أنا, اترك الحديث لمرة واحدة, أنا قليلًا غاضب.",我，暂时不再说了，我有点生气。,私は今のところもう話さない、少し怒っている。,"I won't talk about it for now, I'm a bit angry."
3738,"Fam, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than a motorized cart at Walmart in my daily life.
3739,"Fam, whole squad waitin’","Hombre, toda la escuadra está esperando.",أهلاً بكم، كل الفريق ينتظر.,欢迎你们，所有团队都在等待。,ようこそ、全てのチームは待っています。,"Welcome, all teams are waiting for you."
3740,"Sis, touch some grass","Hija, toca un poco de hierba.",بنت، ضع بعض الأعشاب.,一个女孩，放一些草。,１人の少女が、草を散らす。,A young girl is scattering the grass.
3741,"Dude, skibidi outta here, sigma style","Amigo, skibidi fuera de aquí, estilo sigma",أحبك، هتاف سكبيدي خارج هنا، أسلوب سيغما,我爱你，斯基比迪的呼声在这里消失了，Sigma的风格,私はあなたを愛している、スキビディの声はここに消え、シグマのスタイル,"I love you, the Skibidi song is gone from here, Sigma's style."
3742,"Mate, lowkey flexin’","Amigo, estoy mostrando un poco de orgullo.",أحبك،  أظهرت بعض الشغف.,我爱你，表现出了一些热情。,私はあなたを愛している。熱意を示した。,I love you. I showed my sincerity.
3743,"Dude, pull up or stay sus","Hombre, sube o quédate sus.",أهلاً بكم، لا توجد ترجمة دقيقة لهذه الجملة.,欢迎你们，目前没有准确的翻译。,ようこそ、正確な翻訳はまだありません。,"Welcome, there is no accurate translation yet."
3744,"Sis, big yikes","Ay, caramba grande.",أوه، كارامبا كبيرة.,哦，卡拉马布很大。,ああ、カルマーブは大きい。,"Oh, Karma is big."
3745,"Homie, whole squad waitin’","Hombre, toda la pandilla está esperando.",أهلاً يا رجل، كل المجموعة منتظرة.,欢迎您，先生，所有团队都在等待。,ようこそ、先生、全てのチームは待っています。,"Welcome, teacher, all teams are waiting for you."
3746,"Bro, lowkey flexin’","Hombre, estoy un poco presumiendo.",أنا قليلاً أبالغ.,我有些夸张。,私は少し誇張している。,I'm exaggerating a bit.
3747,"Mate, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than a motorized cart at Walmart in my daily life.
3748,"Sis, IRL you fold faster than a Walmart chair","Sí, en la vida real, doblas más rápido que una silla de Walmart.",نعم، في الحياة الحقيقية، تدوّرت أكثر من كرسي في وول مارت.,是的，在现实生活中，沃尔玛有很多座位。,実際には、現実の生活の中でウォルマートは多くの席がある。,"In reality, Walmart has many locations in real life."
3749,"Bruh, whole squad waitin’","Hombre, toda la pandilla está esperando.",أهلاً يا رجل، كل المجموعة منتظرة.,欢迎您，先生，所有团队都在等待。,ようこそ、先生、全てのチームは待っています。,"Welcome, teacher, all teams are waiting for you."
3750,"Homie, this vibe is straight mid","Hombre, esta onda es completamente normal.",أنا رجل، هذه الموجة تمامًا طبيعية.,我是一个男人，这是一次完全自然的海啸。,私は男性です。これは完全に自然な津波です。,I am a man. This is a completely natural tsunami.
3751,"Bruh, pull up or stay sus","Hombre, ven acá o quédate sus.",إنسان، جاء هنا أو ماذا تفعل.,人类，来了还是干什么。,人間、来たの？何をするの？,Who's there? What are you doing?
3752,"Bruh, lowkey flexin’","Hombre, estoy mostrando un poco de orgullo.",أنا شخصاً قليل الشأن، لكني أظهر بعض الشغف.,我是一个平凡的人，但我有一些兴趣。,私は普通の人ですが、ある程度の趣味があります。,"I'm an ordinary person, but I have some hobbies."
3753,"Mate, this vibe is straight mid","Amigo, esta onda es completamente normal.","أحبك, هذه موجة تماماً طبيعية.",我爱你，这是完全正常的。,私はあなたを愛している、これは完全に正常なことだ。,"I love you, and that's perfectly normal."
3754,"Fam, this vibe is straight mid","Hombre, esta onda es completamente normal.",أنا رجل، هذه الموجة تمامًا طبيعية.,我是一个男人，这是一次完全自然的海啸。,私は男性です。これは完全に自然な津波です。,I am a man. This is a completely natural tsunami.
3755,"Fam, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than a motorized cart at Walmart in my daily life.
3756,"Mate, whole squad waitin’","Amigo, toda la plantilla está esperando.","أحبك, كل الفريق ينتظر.",我爱你，整个团队都在等你。,私たちはあなたを愛しています、全てのチームがあなたを待っています。,"We love you, and all the teams are waiting for you."
3757,"Yo, you ghosted again",Tú me has dejado de nuevo.,أنت قد تركتني مرة أخرى.,你又离开我了。,あなたはまた私を離れました。,You left me again.
3758,"Homie, lowkey flexin’","Amigo, bajo la mesa estoy mostrando algo.",أحبك، تحت الطاولة أنا أظهر لك شيئًا.,我爱你，桌子底下我给你看了什么。,私はあなたを愛している、机の下で私があなたに見せたものは何だった。,"I love you, what was it that I showed you under the desk."
3759,"Dude, touch some grass","Hombre, toca un poco de hierba.","أهلاً بكم,  يلعب الرجل قليلاً بالخيل.","欢迎你们,  那个男人在骑马。",ようこそ、  その男が馬に乗っている。,"Welcome, that man is riding a horse."
3760,"Homie, touch some grass","Amigo, toca un poco de hierba","أحبك, أضرب قليلا من الخشخشة",我爱你，轻轻敲门,私があなたを愛している、ドアを軽く叩く,"I love you, knock gently on the door."
3761,"Homie, big yikes","Amigo, gran asco",أحبك، كبيرة الإهانة,我爱你，很大的侮辱,私があなたを愛しているのに、そんな言葉を言われることはとても失礼だ。,"Even though I love you, it's very impolite to say such words to me."
3762,"Dude, whole squad waitin’","Hombre, toda la escuadra está esperando.",أهلاً بكم، كل الفريق ينتظر.,欢迎你们，所有团队都在等待。,ようこそ、全てのチームは待っています。,"Welcome, all teams are waiting for you."
3763,"Dude, you ghosted again","Hombre, me has vuelto a esconder.",أنا رجل، أخفيتك مرة أخرى.,我是一个男人，我再次背叛了你。,私は男の人です。私がまたあなたを裏切った。,I am a man. I betrayed you again.
3764,"Yo, pull up or stay sus","Yo, sube o quédate aquí.","أنا, صعد أو بقى هنا.","我, 或者是留在这里。",私、またはここに残る。,"I'll stay here, or I'll be left behind."
3765,"Sis, this vibe is straight mid","Hija, esta vibra es completamente normal.",بنت، هذه الترددات هي طبيعية تمامًا.,这是一种完全自然的频率。,これは完全に自然な周波数です。,This is a completely natural frequency.
3766,"Mate, big yikes","Amigo, ¡gran horror.",أحبك، إنه كارثة.,我爱你，真的是一场灾难。,私はあなたを愛しているが、実は大きな災難だった。,"I love you, but it was actually a great disaster."
3767,"Bruh, skibidi outta here, sigma style","Hombre, skibidi fuera de aquí, estilo sigma","أهلاً بكم, أخرجوا من هنا, سايغما","欢迎你们, 请离开这里, sigma",ようこそしたいと思います、ここを出てください、シグマ,"Welcome to join, please leave here, Sigma."
3768,"Homie, skibidi outta here, sigma style","Amigo, skibidi fuera de aquí, estilo sigma",أحبك، هتاف سكبيدي خارج هنا، أسلوب سيغما,我爱你，斯基比迪的呼声在这里消失了，Sigma的风格,私はあなたを愛している、スキビディの声はここに消え、シグマのスタイル,"I love you, the Skibidi song is gone from here, Sigma's style."
3769,"Bruh, this vibe is straight mid","Hombre, esta onda es completamente mediocre.",إنسان، هذه موجة تماماً متوسطة.,人类，这是一波完全中庸。,人間、人類は完全に中庸な波です。,"Humans, humanity is a completely mediocre wave."
3770,"Bro, big yikes","Hombre, ¡gran horror!",إنسان، إعجاب كبير!,人類，非常喜歡!,人類はとても喜んでいます。,Humans are very happy.
3771,"Fam, touch some grass","Hombre, toca un poco de hierba","أهلاً بكم,  يلعب  بعض  الناس  في  الماريجوانا","欢迎你们, 有些人在玩大麻",歓迎します、ある人たちは大麻を楽しんでいます,Some people are enjoying marijuana.
3772,"Dude, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than a motorized cart at Walmart in my daily life.
3773,"Mate, this vibe is straight mid","Amigo, esta onda es completamente normal.","أحبك, هذه موجة تماماً طبيعية.",我爱你，这是完全正常的。,私はあなたを愛している、これは完全に正常なことだ。,"I love you, and that's perfectly normal."
3774,"Sis, lowkey flexin’","Sí, estoy mostrando un poco de orgullo.",نعم، أظهر بعض الشغف.,是的，表现出了一些热情。,はい、少しの熱意を示しました。,"Yes, I showed a little enthusiasm."
3775,"Bro, you ghosted again","Hermano, me has vuelto a esconder.",أخي، أخفيتني مرة أخرى.,我的兄弟，我又被你骗了。,私の弟、またあなたに騙された。,"My brother, and you were also deceived."
3776,"Yo, this vibe is straight mid","Yo, esta vibra es directa y del medio.",أنا، هذه الفائقة مباشرة ووسطى.,我是直接和中立的。,私は直接かつ中立的なものである。,I am direct and neutral.
3777,"Yo, you ghosted again",Tú me has dejado de nuevo.,أنت قد تركتني مرة أخرى.,你又离开我了。,あなたはまた私を離れました。,You left me again.
3778,"Bruh, touch some grass","Hombre, toca un poco de hierba","أهلاً بكم,  يلعب  بعض  الناس  في  الماريجوانا","欢迎你们, 有些人在玩大麻",歓迎します、ある人たちは大麻を楽しんでいます,Some people are enjoying marijuana.
3779,"Yo, IRL you fold faster than a Walmart chair","Yo, en la vida real, tú plegas más rápido que una silla de Walmart.",أنا، في الحياة الحقيقية، أنت folds أكثر سريعًا من كرسي في وول مارت.,在真实的生活中，我比沃尔玛的椅子更快地折叠。,実際の生活の中で私はウォルマートの椅子よりも速く折りたたまれる。,"In real life, I fold up faster than a Walmart chair."
3780,"Bro, you ghosted again","Hermano, me has vuelto a esconder.",أخي، أخفيتني مرة أخرى.,我的兄弟，我又被你隐瞒了。,私の弟、またあなたから隠されました。,"My brother, and also you, were hidden from me."
3781,"Mate, stop cappin’, lowkey annoyed","Amigo, deja de hablar por hablar, estoy un poco molesto.",أهلاً يابني، توقف عن الكلام، أنا قليلًا غاضب.,欢迎你，儿子，别说话了，我有点生气。,あなたを迎え入れて、息子よ、もう言葉を口にしないでください、私は少し怒っています。,"Welcome home, son, please don't say another word, I'm a little angry."
3782,"Yo, this vibe is straight mid","Yo, esta vibra es directa y del medio.",أنا، هذه الفائقة مباشرة ووسطى.,我是直接和中立的。,私は直接かつ中立的なものである。,I am direct and neutral.
3783,"Bro, IRL you fold faster than a Walmart chair","Hombre, en la vida real, doblas más rápido que una silla de Walmart.",أنا رجل، في الحياة الحقيقية، أضرب أكثر من مرة من كرسي وول مارت.,我是一个男人，在现实生活中，我在沃尔玛的椅子上打过多次。,私は男性です。現実の生活の中で私はウォルマートの椅子で何度も打ったことがあります。,"I am a man. In real life, I have hit a Walmart chair many times."
3784,"Bro, skibidi outta here, sigma style","Hermano, skibidi fuera de aquí, estilo sigma","أخ, هروب من هنا, estilo sigma","阿基, 逃跑, sigma风格",アキ、逃走、シグマスタイル,"Akira, escape, Sigma style."
3785,"Bruh, pull up or stay sus","Hombre, ven acá o quédate sus.",إنسان، جاء هنا أو ماذا تفعل.,人类，来了还是干什么。,人間、来たの？何をするの？,Who's there? What are you doing?
3786,"Sis, IRL you fold faster than a Walmart chair","Sí, en la vida real, doblas más rápido que una silla de Walmart.",نعم، في الحياة الحقيقية، تدوّرت أكثر من كرسي في وول مارت.,是的，在现实生活中，沃尔玛有很多座位。,実際には、現実の生活の中でウォルマートは多くの席がある。,"In reality, Walmart has many locations in real life."
3787,"Homie, stop cappin’, lowkey annoyed","Amigo, detente con eso, estoy un poco molesto.","أهلاً يابن الحبيب, اتركني, أنا قليلًا غاضب.",欢迎你，亲爱的儿子，别烦我，我有点生气。,あなたを歓迎します、愛する息子、少し怒っていますから、困るな。,"I welcome you, my beloved son, I'm a bit angry, so be careful."
3788,"Sis, lowkey flexin’","Sí, estoy mostrando un poco de orgullo.",نعم، أظهر بعض الشغف.,是的，表现出了一些热情。,はい、少しの熱意を示しました。,"Yes, I showed a little enthusiasm."
3789,"Bro, you ghosted again","Hermano, me has vuelto a esconder.",أخي، أخفيتني مرة أخرى.,我的兄弟，我又被你骗了。,私の弟、またあなたに騙された。,"My brother, and you were also deceived."
3790,"Mate, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than a motorized cart at Walmart in my daily life.
3791,"Fam, this vibe is straight mid","Hombre, esta onda es completamente normal.",أنا رجل، هذه الموجة تمامًا طبيعية.,我是一个男人，这是一次完全自然的海啸。,私は男性です。これは完全に自然な津波です。,I am a man. This is a completely natural tsunami.
3792,"Bro, whole squad waitin’","Hermano, toda la escuadra está esperando.","أخ, كل الفريق ينتظر.","兄弟, 全队都在等待。",兄弟、全員が待っている。,All my brothers are waiting.
3793,"Dude, skibidi outta here, sigma style","Amigo, skibidi fuera de aquí, estilo sigma",أحبك، هزّي رقبتك، سايغما,我爱你，轻轻地抚摸你的脖子，Σ,私はあなたを愛している、あなたの首に優しく触れて。,"I love you, gently touch your neck."
3794,"Mate, you ghosted again","Amigo, me has vuelto a hacer ghost.",أحبك، لكنك أصبحتي مجهولاً.,我爱你，但你变得陌生了。,私はあなたを愛しているが、あなたは変わってしまった。,"I love you, but you've changed."
3795,"Bruh, IRL you fold faster than a Walmart chair","Hombre, en la vida real, doblas más rápido que una silla de Walmart.",أنا رجل، في الحياة الحقيقية، أضرب أكثر من مرة من كرسي وول مارت.,我是一个男人，在现实生活中，我在沃尔玛的椅子上打过多次。,私は男性です。現実の生活の中で私はウォルマートの椅子で何度も打ったことがあります。,"I am a man. In real life, I have hit a Walmart chair many times."
3796,"Mate, stop cappin’, lowkey annoyed","Amigo, deja de hablar por hablar, estoy un poco molesto.",أهلاً يابني، توقف عن الكلام، أنا قليلًا غاضب.,欢迎你，孩子，别说话了，我有点生气。,おめでとう、子供、もう話さないで、ちょっと怒っている。,"Congratulations, kid, don't talk about it anymore, I'm a bit angry."
3797,"Mate, whole squad waitin’","Amigo, toda la escuadra está esperando.","أحبك, كل الفريق ينتظر.",我爱你，整个团队都在等你。,私たちはあなたを愛しています、全てのチームがあなたを待っています。,"We love you, and all the teams are waiting for you."
3798,"Bro, skibidi outta here, sigma style","Hermano, skibidi fuera de aquí, estilo sigma","أخ, هروب من هنا, estilo sigma","阿基, 逃跑, sigma风格",アキ、逃走、シグマスタイル,"Akira, escape, Sigma Style."
3799,"Homie, this vibe is straight mid","Hombre, esta onda es completamente normal.",إنسان، هذه موجة تماماً طبيعية.,人类，这是一种完全自然的现象。,人間は、完全に自然な現象の一種である。,Humans are a kind of completely natural phenomenon.
3800,"Yo, you ghosted again",Tú me has dejado de nuevo.,أنت قد تركتني مرة أخرى.,你又离开我了。,あなたはまた私を離れました。,You left me again.
3801,"Yo, stop cappin’, lowkey annoyed","Yo, deja de hablar por hablar, estoy un poco molesto.","أنا, اترك الحديث لمرة واحدة, أنا قليلًا غاضب.",我，暂时不再说了，我有点生气。,私は今のところもう話さない、少し怒っている。,"I won't talk about it for now, I'm a bit angry."
3802,"Homie, stop cappin’, lowkey annoyed","Amigo, detente con eso, estoy un poco molesto.","أهلاً يابن الحبيب, اتركني, أنا قليلًا غاضب.",欢迎你，亲爱的儿子，别烦我，我有点生气。,あなたを歓迎します、愛する息子、少し怒っていますから、困るな。,"I welcome you, my beloved son, I'm a bit angry, so be careful."
3803,"Bro, this vibe is straight mid","Hombre, esta onda es completamente mediocre.",إنسان، هذه موجة تماماً متوسطة.,人类，这是一波完全中庸。,人間、人類は一つの完全な中庸。,"Humanity, mankind is one complete moderation."
3804,"Homie, stop cappin’, lowkey annoyed","Amigo, detente con eso, estoy un poco molesto.","أهلاً يابن الحبيب, اتركني, أنا قليلًا غاضب.",欢迎你，亲爱的儿子，别烦我，我有点生气。,あなたを歓迎します、愛する息子、少し怒っていますから、困るな。,"I welcome you, my beloved son, I'm a bit angry, so be careful."
3805,"Mate, whole squad waitin’","Amigo, toda la escuadra está esperando.","أحبك, كل الفريق ينتظر.",我爱你，整个团队都在等你。,私たちはあなたを愛しています、全てのチームがあなたを待っています。,"We love you, and all the teams are waiting for you."
3806,"Mate, skibidi outta here, sigma style","Amigo, skibidi fuera de aquí, estilo sigma",أحبك، هتاف سكبيدي خارج هنا، أسلوب سيغما,我爱你，斯基比迪的呼声在这里消失了，Sigma的风格,私はあなたを愛している、スキビディの声はここに消え、シグマのスタイル,"I love you, the Skibidi song is gone from here, Sigma's style."
3807,"Dude, touch some grass","Hombre, toca un poco de hierba.","أهلاً بكم,  يلعب الرجل قليلاً بالخيل.","欢迎你们,  那个男人在骑马。",ようこそ、  その男が馬に乗っている。,"Welcome, that man is riding a horse."
3808,"Bruh, lowkey flexin’","Hombre, estoy mostrando un poco de orgullo.",أنا شخصاً قليل الشأن، لكني أُظهر بعض الشغف.,我是一个平凡的人，但我有一些兴趣。,私は普通の人ですが、ある程度の興味を持っています。,"I'm an ordinary person, but I have a certain level of interest."
3809,"Sis, skibidi outta here, sigma style","Sí, skibidi, vámonos de aquí, estilo sigma",نعم، سكبيدي، هيا بنا من هنا، أسلوب سيغما,是的，斯基比迪，走吧，我们从这里开始，Sigma风格,はい、スキバイ、行くぞ、ここから始める、シグマスタイル,"Yes, let's go skiing, here we start, Sigma style."
3810,"Dude, lowkey flexin’","Hombre, estoy mostrando un poco de orgullo.",أنا شخصاً قليل الشأن، لكني أُظهر بعض الشغف.,我是一个平凡的人，但我有一些兴趣。,私は普通の人ですが、ある程度の興味を持っています。,"I'm an ordinary person, but I have a certain level of interest."
3811,"Homie, skibidi outta here, sigma style","Amigo, skibidi fuera de aquí, estilo sigma",أحبك، هزّي رقصة السكبيدي خارجًا من هنا، estilo sigma,我爱你，出去跳一支斯卡巴迪舞，离开这里。,私はあなたを愛している、外へスキャバディを踊るために１曲、ここを離れる。,"I love you, and I'm going to leave here to dance the Samba outside for one song."
3812,"Homie, stop cappin’, lowkey annoyed","Amigo, detente con eso, estoy un poco molesto.","أهلاً يابن الحبيب, اتركني, أنا قليلًا غاضب.",欢迎你，亲爱的儿子，别烦我，我有点生气。,あなたを歓迎します、愛する息子、少し怒っていますから、困るな。,"I welcome you, my beloved son, I'm a bit angry, so be careful."
3813,"Dude, whole squad waitin’","Hombre, toda la escuadra está esperando.","أهلاً بكم, كل الفريق ينتظر.","欢迎你们,全队都在等待。",ようこそ、全員が待っています。,"Welcome, everyone is waiting for you."
3814,"Homie, skibidi outta here, sigma style","Amigo, skibidi fuera de aquí, estilo sigma",أحبك، هتاف سكبيدي خارج هنا، أسلوب سيغما,我爱你，斯基比迪的呼声在这里消失了，Sigma的风格,私はあなたを愛している、スキビディの声はここに消え、シグマのスタイル,"I love you, the Skibidi song is gone from here, Sigma's style."
3815,"Dude, touch some grass","Hombre, toca un poco de hierba.","أهلاً بكم,  يلعب الرجل قليلاً بالخيل.","欢迎你们,  那个男人在骑马。",ようこそ、  その男が馬に乗っている。,"Welcome, that man is riding a horse."
3816,"Sis, IRL you fold faster than a Walmart chair","Sí, en la vida real, doblas más rápido que una silla de Walmart.",نعم، في الحياة الحقيقية، تدوّرت أكثر من كرسي في وول مارت.,是的，在现实生活中，沃尔玛有很多座位。,実際には、現実の生活の中でウォルマートは多くの席がある。,"In reality, Walmart has many locations in real life."
3817,"Bro, pull up or stay sus","Hombre, ven acá o quédate ahí",أهلاً بكم، تأتي هنا أو تبقى هناك.,欢迎你们，来这里或留在那里。,ようこそしてください、ここに来てくださいか、そこに留まることをお勧めします。,"You're welcome to come here, or you're welcome to stay there, but I recommend you stay here."
3818,"Fam, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than a motorized cart at Walmart in my daily life.
3819,"Dude, you ghosted again","Hombre, me has vuelto a esconder.",أنا رجل، أخفيتك مرة أخرى.,我是一个男人，我再次背叛了你。,私は男の人です。私がまたあなたを裏切った。,I am a man. I betrayed you again.
3820,"Bruh, pull up or stay sus","Hombre, ven acá o quédate sus.",إنسان، جاء هنا أو ماذا تفعل.,人类，来了还是干什么。,人間、来たの？何をするの？,Who's that? What are you doing?
3821,"Homie, you ghosted again","Amigo, me has vuelto a esconder.",أحبك، لقد اختفيت عنك مرة أخرى.,我爱你，已经再次消失了。,私はあなたを愛しているがもう一度失われた。,"I love you, but you are lost to me again."
3822,"Dude, big yikes","Amigo, ¡gran horror.",أحبك، إنه كارثة.,我爱你，真的是一场灾难。,私はあなたを愛しているが、実は大きな災難だった。,"I love you, but it was actually a great disaster."
3823,"Mate, touch some grass","Amigo, toca un poco de hierba","أحبك, أضرب قليلا من الخشخاش",我爱你，抽一点大麻,私はあなたを愛している、ちょっと大麻を吸う,"I love you, but I'm also smoking a little marijuana."
3824,"Sis, you ghosted again","Sis, me has vuelto a esconder.",سيس، ألقيتك في الظل مرة أخرى.,他会把你再次投入到黑暗中。,彼はあなたをまた暗い世界に戻す。,He will send you back to the dark world again.
3825,"Yo, touch some grass","Yo, toco un poco de hierba","أنا, أضرب قليلا من النبات",我稍微剪了一些植物,私は少し草を切りました。,I cut a little grass.
3826,"Yo, IRL you fold faster than a Walmart chair","Yo, en la vida real, tú plegas más rápido que una silla de Walmart.",أنا، في الحياة الحقيقية، أنت folds أكثر سريعًا من كرسي في وول مارت.,在真实的生活中，我比沃尔玛的椅子更快地折叠。,実際の生活の中で私はウォルマートの椅子よりも速く折りたたまれる。,"In real life, I fold up faster than a Walmart chair."
3827,"Fam, touch some grass","Amigo, toca un poco de hierba","أحبك, أضرب قليلا من الخشخاش",我爱你，抽一点大麻,私はあなたを愛している、ちょっと大麻を吸う,"I love you, but I'm also smoking a little weed."
3828,"Sis, touch some grass","""Chico, toca un poco de hierba""","أحضن, ضع بعض الأعشاب","拥抱,放下一些草药",拥抱、放下一些草药を抱く,"Embracing, letting go of some herbs."
3829,"Fam, stop cappin’, lowkey annoyed","Hombre, deja de hablar por hablar, estoy un poco molesto.","أهلاً بكم,  إنه من الأفضل أن تتحدث بجدية, أنا قليلًا متوتر.","欢迎你们,  他说得很好, 我有点紧张。",ようこそ、  彼はとてもうまく話す、 私は少し緊張している。,"Welcome, he speaks very well, I am a bit nervous."
3830,"Dude, stop cappin’, lowkey annoyed","Hombre, detente con eso, estoy un poco molesto.",أهلاً، توقف عن ذلك، أنا قليلًا غاضب.,欢迎！请停止这样做，我有点生气。,ようこそ！そんなことをやめてください、少し怒っています。,"Welcome! Please stop that, I'm a bit angry."
3831,"Homie, pull up or stay sus","Amigo, ven a parar o quédate así",أهلاً يابن الحب، تأتي وتنزل أو تبقى كذلك,欢迎你，爱子，来吧，下降吧，或者就这样留下,歓迎するよ、愛する子、来て、降りて、またはここに留まるよ。,"Welcome anytime, my beloved child, come, get off, or stay here."
3832,"Bruh, skibidi outta here, sigma style","Hombre, skibidi fuera de aquí, estilo sigma","أهلاً بكم, أخرجوا من هنا, سايغما","欢迎你们, 请离开这里, ไซ格玛",歓迎いたします、 ここを出てください、サイガマ,"You are welcome, please leave here, Siga Ma."
3833,"Mate, touch some grass","Amigo, toca un poco de hierba","أحبك, أضرب قليلا من الخشخاش",我爱你，抽一点大麻,私はあなたを愛している、ちょっと大麻を吸う,"I love you, but I'm also smoking a little marijuana."
3834,"Sis, pull up or stay sus","Sí, sube o quédate aquí.",نعم، اعلى أو بقى هنا.,是的，我还在这里。,はい、まだここにいます。,"Yes, I'm still here."
3835,"Bruh, touch some grass","Hombre, toca un poco de hierba","أهلاً بكم,  يلعب  بعض  الناس  في  الماريجوانا","欢迎你们, 有些人在玩大麻",歓迎します、ある人たちは大麻を楽しんでいます,Some people are enjoying marijuana.
3836,"Yo, touch some grass","Yo, toco un poco de hierba","أنا, أضرب قليلا من النبات",我稍微剪了一些植物,私は少し草を切りました。,I cut a little grass.
3837,"Bro, IRL you fold faster than a Walmart chair","Hombre, en la vida real, doblas más rápido que una silla de Walmart.",أنا رجل، في الحياة الحقيقية، أضرب أكثر من مرة من كرسي وول مارت.,我是一个男人，在现实生活中，我在沃尔玛的椅子上打过多次。,私は男性です。現実の生活の中で私はウォルマートの椅子で何度も打ったことがあります。,"I am a man. In real life, I have hit a Walmart chair many times."
3838,"Fam, whole squad waitin’","Hombre, toda la escuadra está esperando.",أهلاً بكم، كل الفريق ينتظر.,欢迎你们，整个团队都在等待。,ようこそ、全員が待っています。,"Welcome, everyone is waiting for you."
3839,"Bruh, big yikes","Hombre, gran asco.",إنسان، عار.,人类，丢脸。,人間、恥ずかしい。,I am embarrassed.
3840,"Mate, lowkey flexin’","Amigo, estoy mostrando un poco de orgullo.",أحبك،  أظهرت بعض الشغف.,我爱你，表现出了一些热情。,私はあなたを愛している。熱意を示した。,I love you. I showed my sincerity.
3841,"Sis, touch some grass","Hija, toca un poco de hierba.",بنت، ضع بعض الأعشاب.,一个女孩，放一些草。,１人の少女が、草を散らす。,A young girl is scattering the grass.
3842,"Homie, you ghosted again","Amigo, me has vuelto a esconder.",أحبك، لقد اختفيت عنك مرة أخرى.,我爱你，已经再次消失了。,私はあなたを愛しているがもう一度失われた。,"I love you, but you are lost to me again."
3843,"Dude, touch some grass","Hombre, toca un poco de hierba.","أهلاً بكم,  يلعب الرجل قليلاً بالخيل.","欢迎你们,  那个男人在骑马。",ようこそ、  その男が馬に乗っている。,"Welcome, that man is riding a horse."
3844,"Fam, this vibe is straight mid","Hombre, esta onda es completamente normal.",أنا رجل، هذه الموجة تمامًا طبيعية.,我是一个男人，这是一次完全自然的海啸。,私は男性です。これは完全に自然の津波です。,I am a man. This is a completely natural tsunami.
3845,"Homie, stop cappin’, lowkey annoyed","Amigo, detente con eso, estoy un poco molesto.","أهلاً يابن الحبيب, اتركني, أنا قليلًا غاضب.",欢迎你，亲爱的儿子，别烦我，我有点生气。,あなたを歓迎します、愛する息子、少し怒っていますから、困るな。,"I welcome you, my beloved son, I'm a bit angry, so be careful."
3846,"Bruh, IRL you fold faster than a Walmart chair","Hombre, en la vida real, doblas más rápido que una silla de Walmart.",أنا رجل، في الحياة الحقيقية، أضرب أكثر من مرة من كرسي وول مارت.,我是一个男人，在现实生活中，我在沃尔玛的椅子上打过多次。,私は男性です。現実の生活の中で私はウォルマートの椅子で何度も打ったことがあります。,"I am a man. In real life, I have hit a Walmart chair many times."
