sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword,start_offset,end_offset
i wake up to see the dma post on the chive,dma,slang,lm_lexicon_slang,1,0,21,24
we went to a bar and smoked a fatty boom batty,fatty boom batty,slang,lm_lexicon_slang,0,1,30,46
im bergin hard,bergin,slang,lm_lexicon_slang,1,0,3,9
don't be a boka and leave the poor girl alone,boka,slang,lm_lexicon_slang,1,0,11,15
kari is my favorite,kari,slang,lm_lexicon_slang,1,0,0,4
quit being a lamazoid brian and let me bang your sister,lamazoid,slang,lm_lexicon_slang,1,0,13,21
i let my boyfriend brandon-train me so i could pass my pee test,brandon-train,slang,lm_lexicon_slang,0,1,19,32
"god that stinks, you have bass ass",bass ass,slang,lm_lexicon_slang,0,1,26,34
i'm so lazy i just made ghetto pancakes for dinner,ghetto pancakes,slang,lm_lexicon_slang,0,1,24,39
"he screwed her mom? man, that's basf",basf,slang,lm_lexicon_slang,1,0,32,36
"i hate having tony on my team, he's such a fogo",fogo,slang,lm_lexicon_slang,1,0,43,47
kathi leaves work everyday with a perma-grin,perma-grin,slang,lm_lexicon_slang,0,1,34,44
"""i'm not conceited bitch, i'm just awesome",conceited,slang,lm_lexicon_slang,1,0,9,18
that guys is a calipari,calipari,slang,lm_lexicon_slang,1,0,15,23
"yo, we're gonna cop mad georgia o if we use this grinder everyday",georgia o,slang,lm_lexicon_slang,0,1,24,33
my co-peeps are the coolest people to work with,co-peeps,slang,lm_lexicon_slang,0,1,3,11
"although far more subdued and tasteful that emo kids, indie nerds still clothe themselves in thrift-shop vestments, dishevel their hair, and slap on an annoyingly knowing smirk for maximum malkmosity",malkmosity,slang,lm_lexicon_slang,1,0,189,199
stuart: man i wanked so much i have a blankexpress,blankexpress,slang,lm_lexicon_slang,1,0,38,50
american : hiya british person: hiya american : omg i love your accent british person : thanks,british person,slang,lm_lexicon_slang,0,1,16,30
i'm a budgie hunter,budgie hunter,slang,lm_lexicon_slang,0,1,6,19
"in preparation for the [playoff] game, maria conditioned and fluffed her abdelkader to bring her team [luck]",abdelkader,slang,lm_lexicon_slang,1,0,73,83
comon yoo ghice,comon,slang,lm_lexicon_slang,1,0,0,5
"dude, you better grab the oh shit bar",oh shit bar,slang,lm_lexicon_slang,0,1,26,37
i gave it to her in the brenda fricker,brenda fricker,slang,lm_lexicon_slang,0,1,24,38
prepare to dance with the bearded clam,bearded clam,slang,lm_lexicon_slang,0,1,26,38
the anemic girl died moments after giving her dad the emo volcano,emo volcano,slang,lm_lexicon_slang,0,1,54,65
that sfim just backed into a telephone pole,sfim,slang,lm_lexicon_slang,1,0,5,9
"""man, that stacey slater is so fit when i see her i pure jat myself ""jesus alan, did you just jat yourself?"" """,jat,slang,lm_lexicon_slang,1,0,57,60
"""aight, lets biggity biggity bounce",biggity,slang,lm_lexicon_slang,1,0,13,20
robert glass is such a chotch for making us go to school in this awful weather,chotch,slang,lm_lexicon_slang,1,0,23,29
"chad over there, with the natty light and frosted tips, is such a hobro",hobro,slang,lm_lexicon_slang,1,0,66,71
"this guy is driving way too close to my rear bumper, time to brake check him",brake check,slang,lm_lexicon_slang,0,1,61,72
lol bsm12i and suck it hard,bsm12i,slang,lm_lexicon_slang,1,0,4,10
"the kids saw the [pig]s comming down the street, and all formed a critical mass and pushed the dumpster into the middle of the street and set in on fire",critical mass,slang,lm_lexicon_slang,0,1,66,79
he is doing an artran,artran,slang,lm_lexicon_slang,1,0,15,21
friend: you have 33 girlfriends? me: a.m.m.,a.m.m.,slang,lm_lexicon_slang,0,1,37,43
i hate that fatfuck biatch,fatfuck,slang,lm_lexicon_slang,1,0,12,19
dailey got anoral from tighty-mcgighty,anoral,slang,lm_lexicon_slang,1,0,11,17
i had an amazing time with alaire of course you did,alaire,slang,lm_lexicon_slang,1,0,27,33
"""guy 1: ""ey brah get over here asap jenny just texted me, she said she really wants the b",the b,slang,lm_lexicon_slang,0,1,84,89
"""nigga1: ""yo you like ma rhymes?"" nigga2: ""damn fool, yo lines is da shiznit",shiznit,slang,lm_lexicon_slang,1,0,69,76
those pigs arrested my brother last night for extortion,pigs,slang,lm_lexicon_slang,1,0,6,10
"hey, this is wall street, not sesame street","hey, this is wall street, not sesame street",slang,lm_lexicon_slang,0,1,0,43
during math class i had a boredgasm,boredgasm,slang,lm_lexicon_slang,1,0,26,35
"i can't believe you let your in-laws stay for a week, you must have huge assholerance",assholerance,slang,lm_lexicon_slang,1,0,73,85
old people are selfish and should be condemned and left to die,old people,slang,lm_lexicon_slang,0,1,0,10
he was arrested and thrown in the hooscal,hooscal,slang,lm_lexicon_slang,1,0,34,41
"man i wish he hadnt fucked me in the ass so much, i have a bleeding ass",bleeding ass,slang,lm_lexicon_slang,0,1,59,71
anyone named kevin with glasses aka garbage kevin,garbage kevin,slang,lm_lexicon_slang,0,1,36,49
"being from california gives her baller stats in podunkville, sc",baller stats,slang,lm_lexicon_slang,0,1,32,44
i caught my roommate masturbating to pictures of my mom---what a diddlehead,diddlehead,slang,lm_lexicon_slang,1,0,65,75
"my girl doesn't like it if i bang a gong too much, 'cause it makes her walk funny",bang a gong,slang,lm_lexicon_slang,0,1,29,40
"oi natalie, stop being a gaz",gaz,slang,lm_lexicon_slang,1,0,25,28
i'm so gazzed i think its time to just gaz,gaz,slang,lm_lexicon_slang,1,0,7,10
"you're not a black metal fan, you're just a frostbiter",frostbiter,slang,lm_lexicon_slang,1,0,44,54
dude i totaly hit that cream note i think i even creamed myself,cream note,slang,lm_lexicon_slang,0,1,23,33
"look at that kid over there, hes a real declan lycett",declan lycett,slang,lm_lexicon_slang,0,1,40,53
hey dude i need to choke the brown cobra right now,choke the brown cobra,slang,lm_lexicon_slang,0,1,19,40
what would i would do for a klondike bar,klondike bar,slang,lm_lexicon_slang,0,1,28,40
"i'm been huntin since wensday, an all peoples got is the musties",musties,slang,lm_lexicon_slang,1,0,57,64
koob is a champosaurus,champosaurus,slang,lm_lexicon_slang,1,0,10,22
the chick sucked my dick and went straight to the gold mine,gold mine,slang,lm_lexicon_slang,0,1,50,59
this chick is giving me a chinese pickle,chinese pickle,slang,lm_lexicon_slang,0,1,26,40
that centipede shot all of his centijizz on his partner,centijizz,slang,lm_lexicon_slang,1,0,31,40
her status is set to bothline,bothline,slang,lm_lexicon_slang,1,0,21,29
a aim profile may consist of a quote from a song movie or a quote in general,aim profile,slang,lm_lexicon_slang,0,1,2,13
i went to sizzlers and they gave me culero salad,culero salad,slang,lm_lexicon_slang,0,1,36,48
did you see that caindrac christian,caindrac,slang,lm_lexicon_slang,1,0,17,25
"yo, what you get for christmas? nish mate",nish,slang,lm_lexicon_slang,1,0,32,36
"andrew was 6' 3' and when jim who was 5'7' tried to fight him, he was cullodened",cullodened,slang,lm_lexicon_slang,1,0,70,80
"dag, yo","dag, yo",slang,lm_lexicon_slang,0,1,0,7
"yo jared, what's up with that abrun over there, all he does is sleep?",abrun,slang,lm_lexicon_slang,1,0,30,35
i showed brian my grandma's tongue and it scared him,grandma's tongue,slang,lm_lexicon_slang,0,1,18,34
"bro1: bro i heard na-janine tugonon ka daw? bro2: yes bro, and it hurts so much",na-janine tugonon,slang,lm_lexicon_slang,0,1,18,35
"""have you ever drivin to malibu in a malibu while sippin malibu??? ""no"" your lame",malibu,slang,lm_lexicon_slang,1,0,25,31
q) whos that cocksucker sniffing round my ex missus? a) dont worry about him mate he's a fucking dildonian,dildonian,slang,lm_lexicon_slang,1,0,97,106
"i hooked up with a bitch last night, but i had an odd feeling she was another dick tourist",dick tourist,slang,lm_lexicon_slang,0,1,78,90
"wow, your audiella looks great today girlfriend",audiella,slang,lm_lexicon_slang,1,0,10,18
"there were so many of us, i needed enough to roll a foobie",foobie,slang,lm_lexicon_slang,1,0,52,58
little timmy went to beak out and later that day got a handy from a young blonde,beak out,slang,lm_lexicon_slang,0,1,21,29
1) i need to zook 2) i just zooked,zook,slang,lm_lexicon_slang,1,0,13,17
"-this game sucks, its really the most feke game of them all",feke,slang,lm_lexicon_slang,1,0,38,42
i had a big dip of skoal long cut in last night when i picked up my girlfriend from work so i chew banged her when we got home,chew banged,slang,lm_lexicon_slang,0,1,94,105
",!,, u",",!,,",slang,lm_lexicon_slang,0,0,0,4
we pinned sick lines all day in the ak pow after the week long storm,ak pow,slang,lm_lexicon_slang,0,1,36,42
thanks for that one man - you sure are a good buddy,good buddy,slang,lm_lexicon_slang,0,1,41,51
things were kind of dragging until he busted out the nang-nang,nang-nang,slang,lm_lexicon_slang,0,1,53,62
"""hey you know that girl zooey? ""yeah she is the blade of women",blade of women,slang,lm_lexicon_slang,0,1,48,62
"everybody loves her, her name must be britta",britta,slang,lm_lexicon_slang,1,0,38,44
"man, after losing his job and getting dumped, doug started getting all [emo] over his ex and then went straigh up aspfriends on everyone at the office",aspfriends,slang,lm_lexicon_slang,1,0,114,124
dude i totally gave that chick a bloch last night,bloch,slang,lm_lexicon_slang,1,0,33,38
bro i'm making some boiled peanuts it's so hot,boiled peanuts,slang,lm_lexicon_slang,0,1,20,34
insanity is going to school 5 days a week knowing how much you hate it,insanity,slang,lm_lexicon_slang,1,0,0,8
you ast,ast,slang,lm_lexicon_slang,1,0,4,7
that daddy clown doesn't know what he's talking about,daddy clown,slang,lm_lexicon_slang,0,1,5,16
"""as when roger on american dad bends over and looks in the mirror and exclaims ""i'm checking out my pow pow",pow pow,slang,lm_lexicon_slang,0,1,100,107
i'm about to have a job interview so i want highway patrol,highway patrol,slang,lm_lexicon_slang,0,1,44,58
i think the reasion that it is switching is a back emf from when you power up the panel?,back emf,slang,lm_lexicon_slang,0,1,46,54
"is that aaron along the side of the road? man, he sure loves deering",deering,slang,lm_lexicon_slang,1,0,61,68
"nobody, otherwise known as [nobody] with a capital n, is intangible to anyone but a bunny",intangible,slang,lm_lexicon_slang,1,0,57,67
"dude this bitch said i couldnt shoot it far, so i pulled the darth fader and splattered her",darth fader,slang,lm_lexicon_slang,0,1,61,72
"dude, i just had a deja poo",deja poo,slang,lm_lexicon_slang,0,1,19,27
i saw you were sportin' the fruitboots this weekend,fruitboots,slang,lm_lexicon_slang,1,0,28,38
"ewww deedles oh my god, it's a deedles",deedles,slang,lm_lexicon_slang,1,0,5,12
"his looks are so catchy, what an omed",omed,slang,lm_lexicon_slang,1,0,33,37
we should ask carah about this,carah,slang,lm_lexicon_slang,1,0,14,19
bicicleta,bicicleta,slang,lm_lexicon_slang,1,0,0,9
"""hey abdul, who's that gorgeous guy over there in that cave? ""oh, that's osama bin laden",osama bin laden,slang,lm_lexicon_slang,0,1,73,88
"i need to go to the barber, i am wolfing",wolfing,slang,lm_lexicon_slang,1,0,33,40
we need to stop by h-mart for a friggies run,friggies,slang,lm_lexicon_slang,1,0,32,40
dude my friend has a citler,citler,slang,lm_lexicon_slang,1,0,21,27
damn seems like hes makin mexican wage at kfc,mexican wage,slang,lm_lexicon_slang,0,1,26,38
russ-dude u threw up on my shirt man not chillin catos john- bro im sorry what can i do to make this chillin catos,chillin catos,slang,lm_lexicon_slang,0,1,41,54
mariilyn monroe is overheard on the tapes telling her psychiatrist that joan crawford was a real cunt wanger,cunt wanger,slang,lm_lexicon_slang,0,1,97,108
"yo,jenny wats up??? blub blub im bored",blub blub,slang,lm_lexicon_slang,0,1,20,29
cletus and i went to the round up last night for a look at that honky tonk badonkadonk,honky tonk badonkadonk,slang,lm_lexicon_slang,0,1,64,86
james is such a nibber,nibber,slang,lm_lexicon_slang,1,0,16,22
dont ask him to do it he�s a fucking dimbosh,dimbosh,slang,lm_lexicon_slang,1,0,37,44
bob: you want some bacon toast fred: what's that? bob: its a piece of toast with bacon,bacon toast,slang,lm_lexicon_slang,0,1,19,30
i had no idea that the number 666 had any relavance to a legitimate mathmatical formula,666,slang,lm_lexicon_slang,1,0,30,33
i can find out who was in that movie clickety split by using imdb,clickety split,slang,lm_lexicon_slang,0,1,37,51
you look august tonight my love,august,slang,lm_lexicon_slang,1,0,9,15
"""hey, what're you up to? ""just playin' some gh",gh,slang,lm_lexicon_slang,1,0,44,46
the cardinal was a raging atheiphobe,atheiphobe,slang,lm_lexicon_slang,1,0,26,36
omg it's humiliating to get brwned by my noob ass bro,brwned,slang,lm_lexicon_slang,1,0,28,34
"well, generally i'm straight, but i'd much rather get down with a fit woman than a fat man, so i guess that makes me a hotosexual",hotosexual,slang,lm_lexicon_slang,1,0,119,129
the farmassist was sent about the farm to take care of innumberable tasks while the [farmoaner] complained from the shaded porch with iced tea in hand,farmassist,slang,lm_lexicon_slang,1,0,4,14
"whoa look at e, he's got pitch black skin and bright orange hair, dude's a blinger",blinger,slang,lm_lexicon_slang,1,0,75,82
i got's ta chill with all these girls on my dils,dils,slang,lm_lexicon_slang,1,0,44,48
"befo going out yo dudeh is shirt good enough for tha [club] , yeah man n1b1 how you like my new shoes ? , there a n1b1",n1b1,slang,lm_lexicon_slang,1,0,71,75
kid 1: why is there flour all over the floor? kid 2: because last night i gave my girlfriend a dusty miller,dusty miller,slang,lm_lexicon_slang,0,1,95,107
cindy was chilling with her consumies,consumies,slang,lm_lexicon_slang,1,0,28,37
ben: (checking out a honey) movement,movement,slang,lm_lexicon_slang,1,0,28,36
bill and roger had a great hi five last night,hi five,slang,lm_lexicon_slang,0,1,27,34
carnegie learning is like study island,carnegie learning,slang,lm_lexicon_slang,0,1,0,17
the man across the street is some kind of chinarican or something,chinarican,slang,lm_lexicon_slang,1,0,42,52
i can't stand her she is such a dh,dh,slang,lm_lexicon_slang,1,0,32,34
i go to camp becket,camp becket,slang,lm_lexicon_slang,0,1,8,19
bob pulled some stunts on his skateboard beastlyly,beastlyly,slang,lm_lexicon_slang,1,0,41,50
1-the honey dippers are due here today to clean our cesspool,honey dippers,slang,lm_lexicon_slang,0,1,6,19
"confused, tired and scattered, jeannie couldn't muster an ounce of desire to continue the conversation - she was feeling completely communiphobic",communiphobic,slang,lm_lexicon_slang,1,0,132,145
i feel like she is going to claw my eye's out with her dragon nails,dragon nails,slang,lm_lexicon_slang,0,1,55,67
"dude, that is some nasty kelpdrank",kelpdrank,slang,lm_lexicon_slang,1,0,25,34
shake your head jaken,jaken,slang,lm_lexicon_slang,1,0,16,21
don't forget your bivvi bag,bivvi bag,slang,lm_lexicon_slang,0,1,18,27
that brad pitt's such a spunk,spunk,slang,lm_lexicon_slang,1,0,24,29
"blades of serenity owned our clan so hard, damn",blades of serenity,slang,lm_lexicon_slang,0,1,0,18
kate immediately grabbed drew's hand and pulled him back to her bedroom from the tv once she noticed that his date balls had come out,date balls,slang,lm_lexicon_slang,0,1,110,120
hey look its amani ;),amani,slang,lm_lexicon_slang,1,0,13,18
"dude, last night my girlfriend tried to choke and poke me right when i was trying to catch a charmander",choke and poke,slang,lm_lexicon_slang,0,1,40,54
look at you you dirty greeb cum gullet,cum gullet,slang,lm_lexicon_slang,0,1,28,38
oh shit you h4x dude,h4x,slang,lm_lexicon_slang,1,0,12,15
paris hilton is as dumb as a box of hammers,box of hammers,slang,lm_lexicon_slang,0,1,29,43
did you see hunter king on hollywood heights last night? ya she is so perfect,hunter king,slang,lm_lexicon_slang,0,1,12,23
rowley is a banjord,banjord,slang,lm_lexicon_slang,1,0,12,19
1)that video was so acepank 2)i had an acepank time,acepank,slang,lm_lexicon_slang,1,0,20,27
"dude, i bet chamillionaire made a chamillion dollars off that overplayed shit on the radio",chamillion dollars,slang,lm_lexicon_slang,0,1,34,52
"bro, i was so hung ched after that banger saturday, but it was epic",hung ched,slang,lm_lexicon_slang,0,1,14,23
"aoshi and misao are so cute together, ne?",aoshi,slang,lm_lexicon_slang,1,0,0,5
beth is a hashtag abuser because she uses a tremendous amount of of [hashtags] for simple pictures,hashtag abuser,slang,lm_lexicon_slang,0,1,10,24
"the brewhan ran down the street, beer in hand, twirling his shirt above his head like a propeller",brewhan,slang,lm_lexicon_slang,1,0,4,11
quenton is an example of a male ectomorph,ectomorph,slang,lm_lexicon_slang,1,0,32,41
everyone needs a jackson to make life interesting,jackson,slang,lm_lexicon_slang,1,0,17,24
teri gand mar doonga,gand,slang,lm_lexicon_slang,1,0,5,9
the niblet was checking me out at the park,niblet,slang,lm_lexicon_slang,1,0,4,10
"dude, you need to toke on some of this atomic haze",atomic haze,slang,lm_lexicon_slang,0,1,39,50
movie star : chow yuen fat chow sing chi (steven chow),chow,slang,lm_lexicon_slang,1,0,13,17
that guy is such a douchemeyer for beating praireview a&m 70-3,douchemeyer,slang,lm_lexicon_slang,1,0,19,30
"dude, eits that place",eits,slang,lm_lexicon_slang,1,0,6,10
frankilton half-ass did the work,half-ass,slang,lm_lexicon_slang,0,1,11,19
that mother fucker just charlesed me,charlesed,slang,lm_lexicon_slang,1,0,24,33
hey what's the math homework? yeehee,yeehee,slang,lm_lexicon_slang,1,0,30,36
te amo bebuchi,bebuchi,slang,lm_lexicon_slang,1,0,7,14
"god damn man, youve got a frelmet",frelmet,slang,lm_lexicon_slang,1,0,26,33
"nigga, if you gone slab that hoe out, you might as well do it big by putting the swaggaz on that hoe",do it big,slang,lm_lexicon_slang,0,1,56,65
george bush is such an errorist,errorist,slang,lm_lexicon_slang,1,0,23,31
"""monkey: *screeching* ""i'm not o-k"" bear: be the stopness monkey: *voice trails off like she meant to stop anyway*""",be the stopness,slang,lm_lexicon_slang,0,1,42,57
i love mindless behavior 😍,mindless behavior,slang,lm_lexicon_slang,0,1,7,24
"did you come her straight from home tonight? no, i popped into the lord lucan for a quick bum and coke",bum and coke,slang,lm_lexicon_slang,0,1,90,102
lfk bro,lfk,slang,lm_lexicon_slang,1,0,0,3
dominos is run by idiots,dominos,slang,lm_lexicon_slang,1,0,0,7
you dont wanna mess with them bird city boys,bird city,slang,lm_lexicon_slang,0,1,30,39
"forum member: *after 4999 minutes being banned was over, forum member puts in a mature-rated weblink",banned,slang,lm_lexicon_slang,1,0,40,46
we had sloppy joes and salad for lunch today,sloppy joes,slang,lm_lexicon_slang,0,1,7,18
that chick is so ugly i'd rather just grab the lotion and have a me-way,me-way,slang,lm_lexicon_slang,0,1,65,71
"""alex: ""dude did you see peter last night?"" mike: ""yeah dude to be honest he was being way too kippy",kippy,slang,lm_lexicon_slang,1,0,95,100
that store was filled with assorted crap-etry,crap-etry,slang,lm_lexicon_slang,0,1,36,45
"haha, you got heil'd",heil'd,slang,lm_lexicon_slang,0,1,14,20
him and that chick on habbo are in a binary relationship,binary relationship,slang,lm_lexicon_slang,0,1,37,56
i did a freet in an empty jar and mailed it to my freind,freet,slang,lm_lexicon_slang,1,0,8,13
awryt,awryt,slang,lm_lexicon_slang,1,0,0,5
"girl: omg do you see what i see? boy: what? girl: that lady, she looks like a biebian",biebian,slang,lm_lexicon_slang,1,0,78,85
woow this chick is such a hayley larrabee,hayley larrabee,slang,lm_lexicon_slang,0,1,26,41
"hey rudi did you see that girl walking over on park ave? yeah dude shes gross, her fat ass was hanging out of her pants; what a boulevard tramp",boulevard tramp,slang,lm_lexicon_slang,0,1,128,143
today was extremely busy and i only had time to eat a brunner,brunner,slang,lm_lexicon_slang,1,0,54,61
i was conversating with chris last night about the evening news,conversating,slang,lm_lexicon_slang,1,0,6,18
"when i saw that hot dude take off his shirt, i liketa died",liketa,slang,lm_lexicon_slang,1,0,47,53
"the hermaphrobride looked lovely on his/her special day, but the bridespeople despised their matching peptodismal pink dresses",hermaphrobride,slang,lm_lexicon_slang,1,0,4,18
"in mexico it is known as a bout of montezuma's revenge, in india a case of delhi belly",delhi belly,slang,lm_lexicon_slang,0,1,75,86
i went over matt's house yesterday and accidently stepped on his cum stone,cum stone,slang,lm_lexicon_slang,0,1,65,74
jean: look at those canadian boobies,canadian boobies,slang,lm_lexicon_slang,0,1,20,36
hey we are all dipping out,dipping out,slang,lm_lexicon_slang,0,1,15,26
rich woman: i hope he's not fort knoxing me,fort knoxing,slang,lm_lexicon_slang,0,1,28,40
wow katelin and katrina are so cxc,cxc,slang,lm_lexicon_slang,1,0,31,34
"not only has that bitch sally popped out four kids, but also she's one helluva crack ass ho",crack ass ho,slang,lm_lexicon_slang,0,1,79,91
"person 1: i have a banana person 2: well, i have a banananananana",banananananana,slang,lm_lexicon_slang,1,0,51,65
"""did you see that girl? i would totally become a cookie monster for that",cookie monster,slang,lm_lexicon_slang,0,1,49,63
your screwdriver is more badasstical than mine,badasstical,slang,lm_lexicon_slang,1,0,25,36
"the skip of the finnish team , markku uusipaavalniemi is a dedicated forerunner of the curling lifestyle",curling lifestyle,slang,lm_lexicon_slang,0,1,87,104
hey do you see that chipper jones eating kittens over there?,chipper jones,slang,lm_lexicon_slang,0,1,20,33
for $ 2000 all inclusive in the carnival tour,all inclusive,slang,lm_lexicon_slang,0,1,11,24
megan has made my life soo happity,happity,slang,lm_lexicon_slang,1,0,27,34
"shit, dude, megan must weight a fuckin belinda-gram",belinda-gram,slang,lm_lexicon_slang,0,1,39,51
"andy: you know this suit was [babycranked] coco: i do love you in a babycranked suit, andy",babycranked,slang,lm_lexicon_slang,1,0,30,41
"""why is sarah only a size 6 in yoga pants? ""its cause she has an anorexic ass and she can fit into it",anorexic ass,slang,lm_lexicon_slang,0,1,65,77
last night i shot the chicken of the woods cuz the fawker was eatin my cat food,chicken of the woods,slang,lm_lexicon_slang,0,1,22,42
"my brosee jeff pap digs what i'm repping, ya heard?",brosee,slang,lm_lexicon_slang,1,0,3,9
"i was done with comics, so i never expected to geek out when i heard about the xmen movie, but i still reread every issue i had in like 3 days",geek out,slang,lm_lexicon_slang,0,1,47,55
she came a lot so my dick is covered in clam paint,clam paint,slang,lm_lexicon_slang,0,1,40,50
if i suck on this go gurt for a while the creamy prize inside just jumps out,go gurt,slang,lm_lexicon_slang,0,1,18,25
my butt browsing cost me $10 in phone charges this month,butt browsing,slang,lm_lexicon_slang,0,1,3,16
manny ramirez's 3-run cock shot off of yankee starter mike mussina helped the red sox defeat the yankees 6-4,cock shot,slang,lm_lexicon_slang,0,1,22,31
jef: yo so this person from my intermediate jogging class tried to give me a brown brian last week,brown brian,slang,lm_lexicon_slang,0,1,77,88
dude she has massive burger patties,burger patties,slang,lm_lexicon_slang,0,1,21,35
she ran out of rock at 10 and went crumbing for another 2 hours,crumbing,slang,lm_lexicon_slang,1,0,35,43
jimmy the douchebag decided to fagatize the porno by adding gay male hookers to the scene,fagatize,slang,lm_lexicon_slang,1,0,31,39
"""ana got into ""frosting"" when her boyfriend downloaded pictures of cyber frosting",cyber frosting,slang,lm_lexicon_slang,0,1,67,81
francesca ala is hotcore,hotcore,slang,lm_lexicon_slang,1,0,17,24
"""hey man, did you hear the news? last night caitie got duffed",duffed,slang,lm_lexicon_slang,1,0,55,61
"yo, man i was gopher holing this girl last night",gopher holing,slang,lm_lexicon_slang,0,1,14,27
john is a trekker,trekker,slang,lm_lexicon_slang,1,0,10,17
recent new products levin series blue laser and nether series green laser have been popular at laserto,laserto,slang,lm_lexicon_slang,1,0,95,102
paul has gotta be the biggest douchecanoe ever,douchecanoe,slang,lm_lexicon_slang,1,0,30,41
"yeah, she's totally an ayari",ayari,slang,lm_lexicon_slang,1,0,23,28
i totally want to go amsterdamming tonight i just got amsterdammed,amsterdamming,slang,lm_lexicon_slang,1,0,21,34
"""spending huge sums on expensive german cars is blokeonomics because, ""they depreciate less than the others and last longer"", when the difference in price would cover depreciation over several decades",blokeonomics,slang,lm_lexicon_slang,1,0,48,60
"man, you see jamal crawfor j that 3, man the atlanta hawks good",atlanta hawks,slang,lm_lexicon_slang,0,1,45,58
did you guys see butt munch mcgee trie to jump that fire hydrant and hit his nuts,butt munch mcgee,slang,lm_lexicon_slang,0,1,17,33
ben: would you like a cup of bense deano,bense,slang,lm_lexicon_slang,1,0,29,34
"74m3 ex: d00d, t#4t 83 t34 74m35t 53it1 (my friend, that is the stupidest thing i have ever seen",74m3,slang,lm_lexicon_slang,1,0,0,4
"bitch, if you don't shut your mouth i'm going to dodelash you until it's swollen closed",dodelash,slang,lm_lexicon_slang,1,0,49,57
our kid gave soft lad over there a docker's nod,docker's nod,slang,lm_lexicon_slang,0,1,35,47
all i want to be is brike one day,brike,slang,lm_lexicon_slang,1,0,20,25
do you know your abcdefghijklmnopqrstuvwxyz,abcdefghijklmnopqrstuvwxyz,slang,lm_lexicon_slang,1,0,17,43
jenny's looking particularly chipmunk-eresque after having her wisdom teeth taken out,chipmunk-eresque,slang,lm_lexicon_slang,0,1,29,45
you a dashna sized mofo,dashna,slang,lm_lexicon_slang,1,0,6,12
the douchecosity level at the cedar hotel sure is high on friday nights,douchecosity,slang,lm_lexicon_slang,1,0,4,16
the brogram talks about how women should be in the kitchen and such,brogram,slang,lm_lexicon_slang,1,0,4,11
oorlaloo,oorlaloo,slang,lm_lexicon_slang,1,0,0,8
george scored a case of beer with the kentucky shuffle,kentucky shuffle,slang,lm_lexicon_slang,0,1,38,54
"i bought a monkey yesterday, and now i am extremely cool",monkey,slang,lm_lexicon_slang,1,0,11,17
that drunk asshole totally stole a dfmo from me at the bar last night,dfmo,slang,lm_lexicon_slang,1,0,35,39
"james got down and brown with that munter lastnight, she gave him his 20 quid's worth",down and brown,slang,lm_lexicon_slang,0,1,10,24
christina and danny alone at night,christina,slang,lm_lexicon_slang,1,0,0,9
1) did you see that fakwbc,fakwbc,slang,lm_lexicon_slang,1,0,20,26
look at that bobbiejo over there she is a hottie,bobbiejo,slang,lm_lexicon_slang,1,0,13,21
"ugh, you are mursofust",mursofust,slang,lm_lexicon_slang,1,0,13,22
"relations exists between need for achievement, ascribing and prescription for success and failure, beliefs with regards to abilities and self worth",ascribing,slang,lm_lexicon_slang,1,0,47,56
homer simpson is the greatest man alive,homer simpson,slang,lm_lexicon_slang,0,1,0,13
"i just talked to her, and boy oh boy did she just pull a doyley",doyley,slang,lm_lexicon_slang,1,0,57,63
the young man was extabulant when he first locked eyes with her,extabulant,slang,lm_lexicon_slang,1,0,18,28
"""when jason used pumice soap to jack off, jill walked in and exclaimed, ""that's about as fucked up as a football bat you bad mamma jamma",football bat,slang,lm_lexicon_slang,0,1,104,116
that bitch was hit with a football bat,football bat,slang,lm_lexicon_slang,0,1,26,38
video games cause violence? that's all bunk,bunk,slang,lm_lexicon_slang,1,0,39,43
"he cut off his arms with a blunt butterknife,he is hardekak",hardekak,slang,lm_lexicon_slang,1,0,51,59
"yo, you madd grimy fo sayin dat (hey, you are very inconsiderate for saying that)",grimy,slang,lm_lexicon_slang,1,0,13,18
"hey, matt, if i get to the lot before you, i'm going to wet tire your car",wet tire,slang,lm_lexicon_slang,0,1,56,64
i saw a modded cobra get smoked by a stock mercedes-benz e55 amg,mercedes-benz,slang,lm_lexicon_slang,0,1,43,56
damn that girl got some rock dons,rock dons,slang,lm_lexicon_slang,0,1,24,33
that hooker was so good she gave me an encoregasm,encoregasm,slang,lm_lexicon_slang,1,0,39,49
"- have you heard about tarquin the fresher? - ya, he's becoming quite a bnic",bnic,slang,lm_lexicon_slang,1,0,72,76
"i find it absolutely amazing that a self made billionair, such as greg, would voluntarily be a citizen dildo",citizen dildo,slang,lm_lexicon_slang,0,1,95,108
chimpie has a bad attitude today,chimpie,slang,lm_lexicon_slang,1,0,0,7
"dude, ryan, that chodi bitch rams like my poketpussy -but my poketpussy is at least tight",chodi,slang,lm_lexicon_slang,1,0,17,22
-the carolina crown color guard showed box 5 execution at the world championships,box 5,slang,lm_lexicon_slang,0,1,39,44
wow alyx is looking mighty fine,alyx,slang,lm_lexicon_slang,1,0,4,8
"dude odym camp 2005 was jokes no kidding man, can't wait until next year :(",odym,slang,lm_lexicon_slang,1,0,5,9
hey pam-pam go fuck yourself,pam-pam,slang,lm_lexicon_slang,0,1,4,11
get off of me bonaget stop being such a bonaget,bonaget,slang,lm_lexicon_slang,1,0,14,21
lets play burberry bingo - loser buys the beer,burberry bingo,slang,lm_lexicon_slang,0,1,10,24
